x,y,walls
39,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
40,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
41,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
42,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
43,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
44,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
45,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
46,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
47,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
1,9,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
2,9,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
3,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
4,9,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
5,9,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
6,9,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
7,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
8,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
9,9,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
10,9,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
11,9,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
12,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
13,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
14,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
15,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
16,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
17,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
18,9,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
19,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
20,9,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
21,9,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
22,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
23,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
24,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
25,9,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
26,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
27,9,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
28,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
29,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
30,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
31,9,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
32,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
33,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
34,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
35,9,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
36,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
37,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
38,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
39,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
40,9,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
41,9,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
42,9,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
43,9,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
44,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
45,9,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
46,9,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
47,9,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,10,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,10,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
2,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
3,10,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
4,10,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
5,10,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
6,10,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
7,10,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
8,10,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
9,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
10,10,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
11,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
12,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
13,10,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
14,10,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
15,10,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
16,10,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
17,10,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
18,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
19,10,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
20,10,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
21,10,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
22,10,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
23,10,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
24,10,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
25,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
26,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
27,10,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
28,10,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
29,10,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
30,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
31,10,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
32,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
33,10,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
34,10,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
35,10,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
36,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
37,10,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
38,10,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
39,10,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
40,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
41,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
42,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
43,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
44,10,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
45,10,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
46,10,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
47,10,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
0,11,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
1,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
2,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
3,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
4,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
5,11,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
6,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
7,11,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
8,11,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
9,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
10,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
11,11,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
12,11,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
13,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
14,11,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
15,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
16,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
17,11,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
18,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
19,11,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
20,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
21,11,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
22,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
23,11,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
24,11,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
25,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
26,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
27,11,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
28,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
29,11,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
30,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
31,11,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
32,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
33,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
34,11,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
35,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
36,11,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
37,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
38,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
39,11,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
40,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
41,11,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
42,11,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
43,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
44,11,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
45,11,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
46,11,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
47,11,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,12,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
1,12,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
2,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
3,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
4,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
5,12,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
6,12,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
7,12,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
8,12,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
9,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
10,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
11,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
12,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
13,12,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
14,12,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
15,12,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
16,12,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
17,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
18,12,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
19,12,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
20,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
21,12,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
22,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
23,12,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
24,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
25,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
26,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
27,12,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
28,12,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
29,12,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
30,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
31,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
32,12,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
33,12,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
34,12,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
35,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
36,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
37,12,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
38,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
39,12,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
40,12,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
41,12,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
42,12,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,12,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
44,12,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
45,12,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
46,12,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
47,12,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
0,13,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
2,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
3,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
4,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
5,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
6,13,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
7,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
8,13,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
9,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
10,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
11,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
12,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
13,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
14,13,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
15,13,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
16,13,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
17,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
18,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
19,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
20,13,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
21,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
22,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
23,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
24,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
25,13,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
26,13,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
27,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
28,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
29,13,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
30,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
31,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
32,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
33,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
34,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
35,13,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
36,13,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
37,13,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
38,13,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
39,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
40,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
41,13,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
42,13,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
43,13,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
44,13,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
45,13,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
46,13,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
47,13,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
0,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
2,14,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
3,14,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
4,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
5,14,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
6,14,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
7,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
8,14,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
9,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
10,14,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
11,14,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
12,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
13,14,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
14,14,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
15,14,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
16,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
17,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
18,14,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
19,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
20,14,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
21,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
22,14,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
23,14,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
24,14,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
25,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
26,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
27,14,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
28,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
29,14,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
30,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
31,14,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
32,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
33,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
34,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
35,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
36,14,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
37,14,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
38,14,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
39,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
40,14,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
41,14,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
42,14,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
43,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
44,14,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
45,14,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
46,14,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
47,14,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
0,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,15,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
2,15,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
3,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
4,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
5,15,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
6,15,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
7,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
8,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
9,15,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
10,15,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
11,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
12,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
13,15,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
14,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
15,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
16,15,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
17,15,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
18,15,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
19,15,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
20,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
21,15,"{'top': False, 'right': False, 'bottom': False, 'left': False}"
22,15,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
23,15,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
24,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
25,15,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
26,15,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
27,15,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
28,15,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
29,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
30,15,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
31,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
32,15,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
33,15,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
34,15,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
35,15,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
36,15,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
37,15,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
38,15,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
39,15,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
40,15,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
41,15,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
42,15,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
43,15,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
44,15,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
45,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
46,15,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
47,15,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
0,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
2,16,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
3,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
4,16,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
5,16,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
6,16,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
7,16,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
8,16,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
9,16,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
10,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
11,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
12,16,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
13,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
14,16,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
15,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
16,16,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
17,16,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
18,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
19,16,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
20,16,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
21,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
22,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
23,16,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
24,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
25,16,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
26,16,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
27,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
28,16,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
29,16,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
30,16,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
31,16,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
32,16,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
33,16,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
34,16,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
35,16,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
36,16,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
37,16,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
38,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
39,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
40,16,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
41,16,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
42,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
44,16,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
45,16,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
46,16,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
47,16,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
2,17,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
3,17,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
4,17,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
5,17,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
6,17,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
7,17,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
8,17,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
9,17,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
10,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
11,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
12,17,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
13,17,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
14,17,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
15,17,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
16,17,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
17,17,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
18,17,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
19,17,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
20,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
21,17,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
22,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
23,17,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
24,17,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
25,17,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
26,17,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
27,17,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
28,17,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
29,17,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
30,17,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
